,movieCd,story,poster,link,video,movieNm,director,actor1,actor2,actor3,repNationNm,repGenreNm,showTm,watchGradeNm,openDt,index,prediction,realValue,accuracy,predictionGraph,D0_prediction,D0_realValue,D0_accuracy
11,20185081,뛰어난 패션센스에 매력적인 성격이지만 통통한 몸매가 불만인 ‘르네’<br/>?하아.. 예뻐지기만 하면 뭐든 다 할 수 있을 것만 같다.<br/>?하늘에 온 마음을 담아 간절히 소원을 빌지만 당연히 달라지는 건 1%도 없고. <br/>?<br/>?오늘도 헬스클럽에서 스피닝에 열중하는 ‘르네’!<br/>?집중! 또 집중! 난 할 수 있다! 예뻐질 수 있다..!!! <br/>?그러나 과도한 열정은 오히려 독이 되는 법. <br/>?미친 듯이 페달을 밟다가 헬스 클럽 바닥에 내동댕이쳐져 머리를 부딪히고..<br/>?지끈지끈한 머리  창피해서 빨개진 얼굴로 겨우 일어났는데 뭔가 이상하다!<br/>?헐  거울 속의 내가… 좀 예쁘다?! <br/>?<br/>?드디어 소원성취한 ‘르네’의 참을 수 없는 웃음이 터진다!,https://movie-phinf.pstatic.net/20180601_276/1527835091787c3BdN_JPEG/movie_image.jpg?type=m203_290_2,https://movie-phinf.pstatic.net/20180601_276/1527835091787c3BdN_JPEG/movie_image.jpg?type=m203_290_3,https://kakaotv.daum.net/embed/player/cliplink/v4ce3zqmzu8YzyfXqafyXXk@my?service=daum_movie&autoplay=true&profile=HIGH&playsinline=true,아이 필 프리티,아비 콘,에이미 슈머,미쉘 윌리엄스, ,미국,공포(호러),109분,15세이상관람가,2018.06.06,11,256763,240297,93.15,test_plt_11.png,00_50down,00_50down,TRUE
12,20180789,최고의 파일럿을 꿈꾸던 '한 솔로'는 문제적 멘토 '베킷'의 유혹에 빠져<br/>?든든한 파트너 '츄바카'  한때 연인이었던 '키라'와 함께 팀을 꾸려<br/>?수수께끼의 임무에 도전한다.<br/>?<br/>?소문난 밀수꾼 '랜도'까지 합류 <br/>?미션을 수행하는 도중 상상도 못했던 위험과 마주하게 되는데···,https://movie-phinf.pstatic.net/20180502_152/1525236795343DwkFq_JPEG/movie_image.jpg?type=m203_290_2,https://movie.naver.com/movie/bi/mi/basic.nhn?code=144693,https://kakaotv.daum.net/embed/player/cliplink/vcedaMhhajJvmtVuWmv5tmK@my?service=daum_movie&autoplay=true&profile=HIGH&playsinline=true,한 솔로: 스타워즈 스토리,론 하워드,엘든 이렌리치,에밀리아 클라크,폴 베타니,미국,액션,135분,12세이상관람가,2018.05.24,12,216022,213980,99.05,test_plt_12.png,00_50down,00_50down,TRUE
13,20135305,포켓몬 콘테스트를 위해 아라모스 마을을 찾은 지우  빛나  웅.<br/>?그런데 그곳에서 전설의 포켓몬 디아루가와 펄기아의 배틀이 벌어지고 <br/>?어떤 이유인지 환상의 포켓몬 다크라이까지 합세하게 된다.<br/>?<br/>?지우와 피카츄  그리고 그곳에 있던 모든 포켓몬은<br/>?유례없는 대결로 위험에 빠진 아라모스를 지키려 하고  <br/>?그 과정에서 사상 최대의 포켓몬 대전투의 막이 열리게 되는데…,https://movie-phinf.pstatic.net/20180521_175/15268795940605MsWi_JPEG/movie_image.jpg?type=m203_290_2,https://movie.naver.com/movie/bi/mi/basic.nhn?code=68291,https://kakaotv.daum.net/embed/player/cliplink/v6b57uPQUPlr9wl1uNUkikm@my?service=daum_movie&autoplay=true&profile=HIGH&playsinline=true,극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이,유야마 쿠니히코,마츠모토 리카,오오타니 이쿠에,임채헌,일본,애니메이션,90분,전체관람가,2018.06.06,13,167779,183421,91.47,test_plt_13.png,00_50down,00_50down,TRUE
14,20184801,‘애니’는 일주일 전 돌아가신 엄마의 유령이 집에 나타나는 것을 느낀다. <br/>?애니가 엄마와 닮았다며 접근한 수상한 이웃 ‘조안’을 통해 엄마의 비밀을 발견하고  <br/>?자신이 엄마와 똑같은 일을 저질렀음을 알게 된다. <br/>?그리고 마침내 애니의 엄마로부터 시작돼 <br/>?아들 ‘피터’와 딸 ‘찰리’에게까지 이어진 저주의 실체가 정체를 드러내는데…,https://movie-phinf.pstatic.net/20180528_105/15274709547768rnih_JPEG/movie_image.jpg?type=m203_290_2,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172420,https://kakaotv.daum.net/embed/player/cliplink/vc26a5I6XL7FuRHo5dF6R17@my?service=daum_movie&autoplay=true&profile=HIGH&playsinline=true,유전,아리 애스터,토니 콜렛,가브리엘 번,알렉스 울프,미국,공포(호러),127분,15세이상관람가,2018.06.07,14,182811,177145,96.8,test_plt_14.png,00_50down,00_50down,TRUE
15,20172469,1992~1998 6년의 기간  23번의 재판  10명의 원고단  13명의 변호인!<br/>?시모노세키와 부산을 오가며 일본 재판부에 당당하게 맞선 할머니들과 <br/>?그들을 위해 함께 싸웠던 사람들의 뜨거운 이야기가 시작된다!,https://movie-phinf.pstatic.net/20180618_223/1529289387860nUBT1_JPEG/movie_image.jpg?type=m203_290_2,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167787,https://kakaotv.daum.net/embed/player/cliplink/vc6f8OOOAAZOOeB8OfZnA8n@my?service=daum_movie&autoplay=true&profile=HIGH&playsinline=true,허스토리,민규동,김희애,김해숙,예수정,한국,드라마,120분,12세이상관람가,2018.06.27,15,321286,330545,97.2,test_plt_15.png,02_100up 200down,00_50down,FALSE
16,20184845,XP(색소성건피증)라는 희귀병으로 태양을 피해야만 하는 케이티.<br/>?오직 밤에만 외출이 허락된 그녀에게는 어머니가 남겨준 기타와<br/>?창문 너머로 10년째 짝사랑해온 ‘찰리’가 세상의 빛이다.<br/>?어느 날 작은 기차역에서 한밤의 버스킹을 하던 ‘케이티’의 앞에 ‘찰리’가 나타나고 <br/>?두 사람은 매일 밤마다 모두가 부러워하는 완벽한 데이트를 이어간다.<br/>?처음으로 함께 여행을 떠난 날 <br/>?꿈 같은 시간을 보내던 ‘케이티’는 그만 지켜야만 하는 규칙을 어기게 되고<br/>?결국 피할 수 없는 선택을 해야만 하는데…<br/>?<br/>?너에게 하고 싶은 진짜 사랑 고백<br/>?태양이 뜬 뒤에도 내 곁에 있어줄래?,https://movie-phinf.pstatic.net/20180529_190/15275599752664JquA_JPEG/movie_image.jpg?type=m203_290_2,https://movie.naver.com/movie/bi/mi/basic.nhn?code=143416,https://kakaotv.daum.net/embed/player/cliplink/v960eKKFKKyyVGLNqKKgLiy@my?service=daum_movie&autoplay=true&profile=HIGH&playsinline=true,미드나잇 선,스콧 스피어,벨라 손,패트릭 슈왈제네거,롭 리글,미국,멜로/로맨스,분91,12세이상관람가,2018.06.21,16,330480,326018,98.63,test_plt_16.png,00_50down,00_50down,TRUE
17,20184721,마약 카르텔이 테러리스트들을 국경으로 수송하고 있다는 정보를 입수한 CIA 작전 총 책임자 맷(조슈 브롤린).<br/>?그는 가족이 카르텔에 의해 살해당한 의문의 남자 알레한드로(베니치오 델 토로)에게 도움을 요청한다.<br/>?그리고 이들은 정의 뿐 아니라 그들의 룰도 버린 비밀 작전을 감행하게 되는데···,https://movie-phinf.pstatic.net/20180604_50/1528074884302BdLlf_JPEG/movie_image.jpg?type=m203_290_2,https://movie.naver.com/movie/bi/mi/basic.nhn?code=152680,https://kakaotv.daum.net/embed/player/cliplink/v2d6e1IK31QIbQr5Mwrrw5a@my?service=daum_movie&autoplay=true&profile=HIGH&playsinline=true,시카리오: 데이 오브 솔다도,스테파노 솔리마,조슈 브롤린,베니치오 델 토로,이사벨라 모너,미국,액션,122분,15세이상관람가,2018.06.27,17,227165,228363,99.48,test_plt_17.png,00_50down,00_50down,TRUE
18,20182984,공룡과 산토끼가 오순도순 정답게 살던 아주 옛날  옛날  머어어언 옛날..<br/>?엉뚱하고 발랄한 얼리맨들이 모여 사는 평화로운 석기 마을이 있다.<br/>?작은 토끼 대신 겁나 큰 매머드를 사냥하고픈 용감한 소년 '더그'(에디 레드메인)와<br/>?그의 베프 멧돼지 '호그놉'은 이 마을의 핵심 사고뭉치!<br/>?<br/>?어느 날  세계 정복을 꿈꾸는 청동기 왕국의 허당 악당<br/>?'누스'(톰 히들스턴) 총독이 쳐들어 오고 석기 마을은 그의 손에 넘어가버린다.<br/>?마을을 되찾고 싶은 '더그'와 '호그놉'에게 '누스'총독은 엄청난 대결을 제안한다.<br/>?'더그'와 '호그놉'은 청동기 왕국의 '구나'(메이지 윌리암스)를 리더로 영입하고<br/>?친구들을 모아 오합지졸 팀을 꾸리는데… <br/>?<br/>?'더그'팀은 의욕 제로  자신감 제로인 팀을 이끌고<br/>?석기 마을 VS 청동기 왕국의 인류 최초  한.판.승.부에서 이길 수 있을까?,https://movie-phinf.pstatic.net/20180411_246/1523414217582F8Pd4_JPEG/movie_image.jpg?type=m203_290_2,https://movie.naver.com/movie/bi/mi/basic.nhn?code=154251,https://kakaotv.daum.net/embed/player/cliplink/v0a40Bc6x8BB71Tcc6fMMdT@my?service=daum_movie&autoplay=true&profile=HIGH&playsinline=true,얼리맨,닉 파크,에디 레드메인,톰 히들스턴,메이지 윌리암스,영국,애니메이션,88분,전체관람가,2018.05.03,18,133086,122359,91.23,test_plt_18.png,00_50down,00_50down,TRUE
19,20182046,1997년 학창시절로 돌아간 소년<br/>?드디어 시작된 첫사랑과의 험난한(?) 썸 타기!,https://movie-phinf.pstatic.net/20180511_270/1526025505485yqbSL_JPEG/movie_image.jpg?type=m203_290_2,,https://kakaotv.daum.net/embed/player/cliplink/v32fcyyyFFSFFVb9yyCTbZF@my?service=daum_movie&autoplay=true&profile=HIGH&playsinline=true,안녕. 나의 소녀,사준의,류이호,송운화, ,대만,멜로/로맨스,104분,12세이상관람가,2018.05.16,19,108077,111541,96.89,test_plt_19.png,00_50down,00_50down,TRUE
20,20182989,“사라진 JB 시장님을 찾아 출발~!”늘 햇살이 밝게 빛나고 주민 모두가 행복한 도시 써니타운. <br/>?시민들의 좋은 친구 JB 시장님이 어느 날 <br/>?긴급 호출된 글루코스 박사님은 레이저와 뚫어뻥을 이용해 배를 새 집으로 만들어 주는데 <br/>?함께 들어있던 씨앗은 하룻밤 새 거대한 배로 자라난다.<br/>?놀랍게도 병 속에 든 것은 ‘신비의 섬’으로 자신을 구하러 와 달라는 시장님의 편지였고<br/>?얼마 지나지 않아 낚시를 하던 미쵸는 편지가 든 병을 낚는데…갑자기 사라지고<br/>?갑자기 나타난 트위그 부시장의 괜한 트집으로 배는 바다에 풍덩 빠지고 만다. <br/>?써니타운의 시장 자리를 차지하려는 트위그 부시장을 막고 시장님을 구하기 위해<br/>?미쵸와 세바스찬  그리고 글루코스 박사님은 함께 커다란 배를 타고 신비의 섬으로 향하는데…,https://movie-phinf.pstatic.net/20180503_159/1525310642058XSEAK_JPEG/movie_image.jpg,,https://kakaotv.daum.net/embed/player/cliplink/vea6eGVdaadDZZwVVVDGZtd@my?service=daum_movie&autoplay=true&profile=HIGH&playsinline=true,커다랗고 커다랗고 커다란 배,필립 립스키,이소은,이제인,윤세웅,덴마크,애니메이션,77분,전체관람가,2018.05.03,20,97538,95324,97.68,test_plt_20.png,00_50down,00_50down,TRUE
21,20184101,현실도 게임 같으면 얼마나 좋을까? <br/>?평범한 여중생 A가 되고 싶은 '미래'의 현실적응기! 취미는 게임  특기는 글쓰기인 여중생 ‘미래’가 가장 좋아하는 곳은 게임 세계 ‘원더링 월드’.<br/>?괴물 같은 아빠도 없고  외로운 학교도 가지 않아도 되는 그 곳에서<br/>?미래는 자신만의 세상을 꿈꾸며 살아간다.<br/>?그러다 난생 처음으로 현실친구를 사귀기 위해 '태양'과 '백합'에게 다가가려 조금씩 용기를 내어 보지만 <br/>?뜻하지 않은 사건으로 인해 상처 받고 더욱 움츠러 들고 만다. <br/>?게다가 유일한 세상이었던 ‘원더링 월드’마저 서비스를 중단한다는 소식이 전해지고  <br/>?다시 혼자가 된 미래는 랜선친구 ‘재희’를 만나러 가는데…<br/>?<br/>?새로운 세상을 만나버린 ‘미래’의 앞날은 과연 어떻게 될까?,https://movie-phinf.pstatic.net/20180524_39/1527137544241WO6aW_JPEG/movie_image.jpg,,https://kakaotv.daum.net/embed/player/cliplink/v81bbAVNBADwRE5DNRBwXoK@my?service=daum_movie&autoplay=true&profile=HIGH&playsinline=true,여중생A,이경섭,김환희,김준면,이종혁,한국,드라마,114분,12세이상관람가,2018.06.20,21,110114,97850,87.47,test_plt_21.png,00_50down,00_50down,TRUE
22,20182385,전설적인 사부의 가르침을 따라 절대마법을 수련하는 '빈'.<br/>?하지만 반복되는 힘든 수련에 지친 친구들은 하나 둘씩 포기하고 <br/>?결국 '빈'은 마을의 마지막 훈련생이 된다.<br/>?<br/>?그러던 어느 날  마을에 '절대마법 금지령'이 내려지고<br/>?설상가상 도둑으로 몰려 산꼭대기의 무시무시한 곳으로 끌려가게 된다.<br/>?과연 '빈'은 모두의 비웃음을 이겨내고 마을을 지키는 슈퍼콩으로 거듭나<br/>?최고의 매직 마스터가 되는 꿈을 이룰 수 있을까?<br/>?<br/>?5월  꿈꾸는 아이들을 위한 매직 드림 어드벤처가 시작된다!,https://movie-phinf.pstatic.net/20180330_204/1522374634993BacMI_JPEG/movie_image.jpg,,https://kakaotv.daum.net/embed/player/cliplink/vd219yyEf7P7PGAfBeAPe6t@my?service=daum_movie&autoplay=true&profile=HIGH&playsinline=true,매직빈,조이 주,황창영,민아,장병관,중국,애니메이션,72분,전체관람가,2018.05.03,22,47480,57004,83.29,test_plt_22.png,00_50down,00_50down,TRUE
23,20176067,집을 떠나 전 세계를 돌아다니다 아버지가 위독하다는 소식을 듣고 <br/>?10년 만에 고향으로 돌아온 ‘속알못’ 장남  ‘장’. <br/>?똑 부러지는 성격  삼 남매 중 실질적인 리더  <br/>?아버지의 와이너리를 도맡아 운영 중인 ‘와인 능력자’ 둘째  ‘줄리엣’. <br/>?어렸을 적 부모님의 사랑을 독차지한 꽃길 인생이었지만  <br/>?결혼 후 처가 월드에 시달리고 있는 ‘평생 철부지’ 막내  ‘제레미’. <br/>?10년 만에 재회한 삼 남매에게 남겨진 아버지의 유산  부르고뉴 와이너리 <br/>?반갑고도 어색한  즐겁고도 험난한 최상의 와인 만들기가 시작된다!,https://movie-phinf.pstatic.net/20180329_86/15222913978589Grqo_JPEG/movie_image.jpg,,https://kakaotv.daum.net/embed/player/cliplink/v8222hJP2PM4U12GZh2shJ1@my?service=daum_movie&autoplay=true&profile=HIGH&playsinline=true,부르고뉴. 와인에서 찾은 인생,세드릭 클래피쉬,피오 마르마이,아나 지라르도,프랑수아 시빌,프랑스,드라마,113분,15세이상관람가,2018.05.03,23,56251,54174,96.17,test_plt_23.png,00_50down,00_50down,TRUE
24,20185001,깊고 깊은 바닷속 신비의 해저 왕국. <br/>?개구쟁이 아기상어 메이는 바닷속 탐험 놀이를 하던 중 <br/>?유령선에서 우연히 시간을 바꾸는 매직박스를 발견한다.<br/>?하지만 매직박스를 잘못 건드리는 바람에 <br/>?무서운 아빠 상어 빅샤크가 꼬마로 변해버리고<br/>?조그만 악동 물고기들은 거대한 꽃게 몬스터로 변신한다.<br/>?평화롭던 바다왕국은 하루아침에 뒤죽박죽 마법에 걸려 위험에 빠지는데...<br/>?<br/>?꼬마로 변한 아빠 빅샤크와 아기상어 메이는 <br/>?수달 보보  문어 핑키  소라게 하부 등 바닷속 친구들과 함께 <br/>?마법의 주문을 풀고 바다왕국을 원래대로 되돌려 놓기 위해 <br/>?바다 끝  머나먼 미지의 세계로 짜릿하고 신비한 모험을 시작한다.,https://movie-phinf.pstatic.net/20180525_88/15272129850861mL0W_JPEG/movie_image.jpg,,https://kakaotv.daum.net/embed/player/cliplink/v395ffyryrfr9z7BnD3yyXB@my?service=daum_movie&autoplay=true&profile=HIGH&playsinline=true,빅샤크: 매직체인지,헤 질리,이제인,장병관,김사라,중국,애니메이션,73분,전체관람가,2018.06.27,24,150355,137567,90.7,test_plt_24.png,00_50down,00_50down,TRUE
